hb,cancer_site,sex,year,incidences_all_ages,crude_rate,hb_name
S08000016,Mesothelioma,Male,2015,4,7.236806397,NHS Borders
S08000016,Mesothelioma,Male,2016,2,3.602565026,NHS Borders
S08000016,Mesothelioma,Male,2017,0,0,NHS Borders
S08000016,Mesothelioma,Male,2018,5,8.9303256,NHS Borders
S08000016,Mesothelioma,Male,2019,4,7.127202751,NHS Borders
S08000016,Mesothelioma,Male,2020,1,1.784057661,NHS Borders
S08000016,Mesothelioma,Female,1996,1,1.816530427,NHS Borders
S08000016,Mesothelioma,Female,1997,0,0,NHS Borders
S08000016,Mesothelioma,Female,1998,0,0,NHS Borders
S08000016,Mesothelioma,Female,1999,0,0,NHS Borders
S08000016,Mesothelioma,Female,2000,0,0,NHS Borders
S08000016,Mesothelioma,Female,2001,0,0,NHS Borders
S08000016,Mesothelioma,Female,2002,0,0,NHS Borders
S08000016,Mesothelioma,Female,2003,0,0,NHS Borders
S08000016,Mesothelioma,Female,2004,0,0,NHS Borders
S08000016,Mesothelioma,Female,2005,0,0,NHS Borders
S08000016,Mesothelioma,Female,2006,1,1.748710326,NHS Borders
S08000016,Mesothelioma,Female,2007,0,0,NHS Borders
S08000016,Mesothelioma,Female,2008,0,0,NHS Borders
S08000016,Mesothelioma,Female,2009,1,1.704187188,NHS Borders
S08000016,Mesothelioma,Female,2010,0,0,NHS Borders
S08000016,Mesothelioma,Female,2011,0,0,NHS Borders
S08000016,Mesothelioma,Female,2012,1,1.708321233,NHS Borders
S08000016,Mesothelioma,Female,2013,1,1.707387867,NHS Borders
S08000016,Mesothelioma,Female,2014,0,0,NHS Borders
S08000016,Mesothelioma,Female,2015,0,0,NHS Borders
S08000016,Mesothelioma,Female,2016,0,0,NHS Borders
S08000016,Mesothelioma,Female,2017,0,0,NHS Borders
S08000016,Mesothelioma,Female,2018,0,0,NHS Borders
S08000016,Mesothelioma,Female,2019,2,3.367740415,NHS Borders
S08000016,Mesothelioma,Female,2020,0,0,NHS Borders
S08000016,Penis,Male,1996,1,1.968116512,NHS Borders
S08000016,Penis,Male,1997,1,1.965177062,NHS Borders
S08000016,Penis,Male,1998,1,1.962939698,NHS Borders
S08000016,Penis,Male,1999,0,0,NHS Borders
S08000016,Penis,Male,2000,2,3.913587977,NHS Borders
S08000016,Penis,Male,2001,0,0,NHS Borders
S08000016,Penis,Male,2002,2,3.855570335,NHS Borders
S08000016,Penis,Male,2003,0,0,NHS Borders
S08000016,Penis,Male,2004,2,3.782219785,NHS Borders
S08000016,Penis,Male,2005,1,1.87596143,NHS Borders
S08000016,Penis,Male,2006,0,0,NHS Borders
S08000016,Penis,Male,2007,0,0,NHS Borders
S08000016,Penis,Male,2008,2,3.646175162,NHS Borders
S08000016,Penis,Male,2009,0,0,NHS Borders
S08000016,Penis,Male,2010,0,0,NHS Borders
S08000016,Penis,Male,2011,2,3.623516623,NHS Borders
S08000016,Penis,Male,2012,1,1.812152293,NHS Borders
S08000016,Penis,Male,2013,3,5.423875902,NHS Borders
S08000016,Penis,Male,2014,0,0,NHS Borders
S08000016,Penis,Male,2015,4,7.236806397,NHS Borders
S08000016,Penis,Male,2016,1,1.801282513,NHS Borders
S08000016,Penis,Male,2017,1,1.792468049,NHS Borders
S08000016,Penis,Male,2018,2,3.57213024,NHS Borders
S08000016,Penis,Male,2019,2,3.563601376,NHS Borders
S08000016,Penis,Male,2020,0,0,NHS Borders
S08000016,Prostate,Male,1996,75,147.6087384,NHS Borders
S08000016,Prostate,Male,1997,66,129.7016861,NHS Borders
S08000016,Prostate,Male,1998,57,111.8875628,NHS Borders
S08000016,Prostate,Male,1999,36,70.69080627,NHS Borders
S08000016,Prostate,Male,2000,57,111.5372574,NHS Borders
S08000016,Prostate,Male,2001,42,81.60568908,NHS Borders
S08000016,Prostate,Male,2002,74,142.6561024,NHS Borders
S08000016,Prostate,Male,2003,73,139.5953647,NHS Borders
S08000016,Prostate,Male,2004,86,162.6354507,NHS Borders
S08000016,Prostate,Male,2005,65,121.937493,NHS Borders
S08000016,Prostate,Male,2006,116,216.11551,NHS Borders
S08000016,Prostate,Male,2007,111,204.2130439,NHS Borders
S08000016,Prostate,Male,2008,115,209.6550718,NHS Borders
S08000016,Prostate,Male,2009,88,160.2593287,NHS Borders
S08000016,Prostate,Male,2010,104,189.2939699,NHS Borders
S08000016,Prostate,Male,2011,83,150.3759398,NHS Borders
S08000016,Prostate,Male,2012,101,183.0273816,NHS Borders
S08000016,Prostate,Male,2013,111,200.6834084,NHS Borders
S08000016,Prostate,Male,2014,102,184.3851118,NHS Borders
S08000016,Prostate,Male,2015,89,161.0189423,NHS Borders
S08000016,Prostate,Male,2016,119,214.3526191,NHS Borders
S08000016,Prostate,Male,2017,148,265.2852713,NHS Borders
S08000016,Prostate,Male,2018,125,223.25814,NHS Borders
S08000016,Prostate,Male,2019,98,174.6164674,NHS Borders
S08000016,Prostate,Male,2020,65,115.9637479,NHS Borders
S08000016,Testis,Male,1996,2,3.936233025,NHS Borders
S08000016,Testis,Male,1997,4,7.86070825,NHS Borders
S08000016,Testis,Male,1998,3,5.888819095,NHS Borders
S08000016,Testis,Male,1999,2,3.927267015,NHS Borders
S08000016,Testis,Male,2000,5,9.783969944,NHS Borders
S08000016,Testis,Male,2001,3,5.828977792,NHS Borders
S08000016,Testis,Male,2002,5,9.638925838,NHS Borders
S08000016,Testis,Male,2003,2,3.824530539,NHS Borders
S08000016,Testis,Male,2004,5,9.455549462,NHS Borders
S08000016,Testis,Male,2005,3,5.627884291,NHS Borders
S08000016,Testis,Male,2006,6,11.17838845,NHS Borders
S08000016,Testis,Male,2007,5,9.19878576,NHS Borders
S08000016,Testis,Male,2008,3,5.469262743,NHS Borders
S08000016,Testis,Male,2009,2,3.642257471,NHS Borders
S08000016,Testis,Male,2010,3,5.460402978,NHS Borders
S08000016,Testis,Male,2011,2,3.623516623,NHS Borders
S08000016,Testis,Male,2012,4,7.248609173,NHS Borders
S08000016,Testis,Male,2013,4,7.231834536,NHS Borders
S08000016,Testis,Male,2014,3,5.423091524,NHS Borders
S08000016,Testis,Male,2015,3,5.427604798,NHS Borders
S08000016,Testis,Male,2016,5,9.006412566,NHS Borders
S08000016,Testis,Male,2017,3,5.377404148,NHS Borders
S08000016,Testis,Male,2018,3,5.35819536,NHS Borders
S08000016,Testis,Male,2019,2,3.563601376,NHS Borders
S08000016,Testis,Male,2020,7,12.48840363,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,1996,11,10.39108256,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,1997,6,5.662514156,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,1998,5,4.715201811,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,1999,4,3.780361024,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,2000,5,4.705882353,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,2001,12,11.22019635,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,2002,5,4.6498651539999996,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,2003,4,3.690377341,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,2004,9,8.222932846,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,2005,10,9.070294785,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,2006,20,18.04077215,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,2007,15,13.36898396,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,2008,20,17.64290755,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,2009,13,11.44466943,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,2010,12,10.55408971,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,2011,7,6.146821215,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,2012,10,8.793527963,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,2013,9,7.903055848,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,2014,16,14.03016485,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,2015,34,29.8167149,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,2016,13,11.3507378,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,2017,12,10.43296818,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,2018,24,20.82068188,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,2019,16,13.85161458,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,All,2020,13,11.28080528,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,1996,7,13.77681559,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,1997,3,5.895531187,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,1998,2,3.925879397,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,1999,2,3.927267015,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,2000,2,3.913587977,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,2001,10,19.42992597,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,2002,3,5.783355503,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,2003,1,1.912265269,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,2004,4,7.56443957,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,2005,4,7.503845721,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,2006,9,16.76758267,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,2007,6,11.03854291,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,2008,12,21.87705097,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,2009,5,9.105643678,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,2010,5,9.10067163,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,2011,4,7.247033246,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,2012,2,3.624304587,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,2013,7,12.65571044,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,2014,9,16.26927457,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,2015,23,41.61163678,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,2016,9,16.21154262,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,2017,8,14.33974439,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,2018,13,23.21884656,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,2019,7,12.47260481,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Male,2020,8,14.27246129,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,1996,4,7.266121708,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,1997,3,5.447216472,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,1998,3,5.445041382,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,1999,2,3.644049268,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,2000,3,5.44010445,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,2001,2,3.604707748,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,2002,2,3.593438382,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,2003,3,5.3479749,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,2004,5,8.838450796,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,2005,6,10.5366676,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,2006,11,19.23581359,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,2007,9,15.55882099,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,2008,8,13.67334382,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,2009,8,13.6334975,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,2010,7,11.91306864,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,2011,3,5.112038851,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,2012,8,13.66656986,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,2013,2,3.414775735,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,2014,7,11.92077792,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,2015,11,18.72117365,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,2016,4,6.778052665,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,2017,4,6.753220442,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,2018,11,18.55569238,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,2019,9,15.15483187,NHS Borders
S08000016,Multiple myeloma and malignant plasma cell neoplasms,Female,2020,5,8.447658309,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,1996,18,17.00358965,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,1997,30,28.31257078,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,1998,27,25.46208978,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,1999,20,18.90180512,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,2000,24,22.58823529,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,2001,23,21.50537634,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,2002,20,18.59946062,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,2003,25,23.06485838,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,2004,15,13.70488808,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,2005,26,23.58276644,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,2006,28,25.257081,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,2007,27,24.06417112,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,2008,21,18.52505293,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,2009,31,27.29113478,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,2010,29,25.5057168,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,2011,21,18.44046365,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,2012,29,25.50123109,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,2013,32,28.09975413,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,2014,35,30.69098562,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,2015,33,28.9397527,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,2016,38,33.17907972,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,2017,39,33.90714658,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,2018,32,27.76090917,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,2019,28,24.24032551,NHS Borders
S08000016,Non-Hodgkin lymphoma,All,2020,27,23.4293648,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,1996,10,19.68116512,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,1997,17,33.40801006,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,1998,12,23.55527638,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,1999,10,19.63633507,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,2000,16,31.30870382,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,2001,16,31.08788156,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,2002,9,17.35006651,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,2003,17,32.50850958,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,2004,9,17.01998903,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,2005,18,33.76730574,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,2006,16,29.80903586,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,2007,17,31.27587158,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,2008,8,14.58470065,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,2009,19,34.60144598,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,2010,14,25.48188056,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,2011,9,16.3058248,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,2012,13,23.55797981,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,2013,22,39.77508995,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,2014,18,32.53854914,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,2015,19,34.37483039,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,2016,26,46.83334534,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,2017,16,28.67948879,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,2018,23,41.07949776,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,2019,15,26.72701032,NHS Borders
S08000016,Non-Hodgkin lymphoma,Male,2020,18,32.11303789,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,1996,8,14.53224342,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,1997,13,23.60460471,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,1998,15,27.22520691,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,1999,10,18.22024634,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,2000,8,14.5069452,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,2001,7,12.61647712,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,2002,11,19.7639111,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,2003,8,14.2612664,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,2004,6,10.60614096,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,2005,8,14.04889014,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,2006,12,20.98452391,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,2007,10,17.28757887,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,2008,13,22.2191837,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,2009,12,20.45024626,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,2010,15,25.52800422,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,2011,12,20.44815541,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,2012,16,27.33313972,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,2013,10,17.07387867,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,2014,17,28.95046065,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,2015,14,23.82694828,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,2016,12,20.334158,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,2017,23,38.83101754,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,2018,9,15.18193013,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,2019,13,21.89031269,NHS Borders
S08000016,Non-Hodgkin lymphoma,Female,2020,9,15.20578496,NHS Borders
S08000016,Oesophagus,All,1996,20,18.89287739,NHS Borders
S08000016,Oesophagus,All,1997,17,16.04379011,NHS Borders
S08000016,Oesophagus,All,1998,30,28.29121086,NHS Borders
S08000016,Oesophagus,All,1999,20,18.90180512,NHS Borders
S08000016,Oesophagus,All,2000,19,17.88235294,NHS Borders
S08000016,Oesophagus,All,2001,18,16.83029453,NHS Borders
S08000016,Oesophagus,All,2002,16,14.87956849,NHS Borders
S08000016,Oesophagus,All,2003,20,18.45188671,NHS Borders
S08000016,Oesophagus,All,2004,17,15.53220649,NHS Borders
S08000016,Oesophagus,All,2005,19,17.23356009,NHS Borders
S08000016,Oesophagus,All,2006,21,18.94281075,NHS Borders
S08000016,Oesophagus,All,2007,22,19.60784314,NHS Borders
S08000016,Oesophagus,All,2008,20,17.64290755,NHS Borders
S08000016,Oesophagus,All,2009,19,16.72682454,NHS Borders
S08000016,Oesophagus,All,2010,27,23.74670185,NHS Borders
S08000016,Oesophagus,All,2011,17,14.92799438,NHS Borders
S08000016,Oesophagus,All,2012,23,20.22511432,NHS Borders
S08000016,Oesophagus,All,2013,23,20.19669828,NHS Borders
S08000016,Oesophagus,All,2014,31,27.18344441,NHS Borders
S08000016,Oesophagus,All,2015,22,19.29316846,NHS Borders
S08000016,Oesophagus,All,2016,21,18.33580721,NHS Borders
S08000016,Oesophagus,All,2017,23,19.99652234,NHS Borders
S08000016,Oesophagus,All,2018,33,28.62843758,NHS Borders
S08000016,Oesophagus,All,2019,14,12.12016276,NHS Borders
S08000016,Oesophagus,All,2020,24,20.82610205,NHS Borders
S08000016,Oesophagus,Male,1996,7,13.77681559,NHS Borders
S08000016,Oesophagus,Male,1997,11,21.61694769,NHS Borders
S08000016,Oesophagus,Male,1998,22,43.18467337,NHS Borders
S08000016,Oesophagus,Male,1999,10,19.63633507,NHS Borders
S08000016,Oesophagus,Male,2000,13,25.43832185,NHS Borders
S08000016,Oesophagus,Male,2001,16,31.08788156,NHS Borders
S08000016,Oesophagus,Male,2002,10,19.27785168,NHS Borders
S08000016,Oesophagus,Male,2003,11,21.03491796,NHS Borders
S08000016,Oesophagus,Male,2004,11,20.80220882,NHS Borders
S08000016,Oesophagus,Male,2005,10,18.7596143,NHS Borders
S08000016,Oesophagus,Male,2006,12,22.3567769,NHS Borders
S08000016,Oesophagus,Male,2007,16,29.43611443,NHS Borders
S08000016,Oesophagus,Male,2008,16,29.1694013,NHS Borders
S08000016,Oesophagus,Male,2009,13,23.67467356,NHS Borders
S08000016,Oesophagus,Male,2010,13,23.66174624,NHS Borders
S08000016,Oesophagus,Male,2011,10,18.11758311,NHS Borders
S08000016,Oesophagus,Male,2012,15,27.1822844,NHS Borders
S08000016,Oesophagus,Male,2013,9,16.27162771,NHS Borders
S08000016,Oesophagus,Male,2014,21,37.96164067,NHS Borders
S08000016,Oesophagus,Male,2015,15,27.13802399,NHS Borders
S08000016,Oesophagus,Male,2016,13,23.41667267,NHS Borders
S08000016,Oesophagus,Male,2017,17,30.47195684,NHS Borders
S08000016,Oesophagus,Male,2018,24,42.86556288,NHS Borders
S08000016,Oesophagus,Male,2019,10,17.81800688,NHS Borders
S08000016,Oesophagus,Male,2020,14,24.97680725,NHS Borders
S08000016,Oesophagus,Female,1996,13,23.61489555,NHS Borders
S08000016,Oesophagus,Female,1997,6,10.89443294,NHS Borders
S08000016,Oesophagus,Female,1998,8,14.52011035,NHS Borders
S08000016,Oesophagus,Female,1999,10,18.22024634,NHS Borders
S08000016,Oesophagus,Female,2000,6,10.8802089,NHS Borders
S08000016,Oesophagus,Female,2001,2,3.604707748,NHS Borders
S08000016,Oesophagus,Female,2002,6,10.78031514,NHS Borders
S08000016,Oesophagus,Female,2003,9,16.0439247,NHS Borders
S08000016,Oesophagus,Female,2004,6,10.60614096,NHS Borders
S08000016,Oesophagus,Female,2005,9,15.8050014,NHS Borders
S08000016,Oesophagus,Female,2006,9,15.73839294,NHS Borders
S08000016,Oesophagus,Female,2007,6,10.37254732,NHS Borders
S08000016,Oesophagus,Female,2008,4,6.836671908,NHS Borders
S08000016,Oesophagus,Female,2009,6,10.22512313,NHS Borders
S08000016,Oesophagus,Female,2010,14,23.82613727,NHS Borders
S08000016,Oesophagus,Female,2011,7,11.92809065,NHS Borders
S08000016,Oesophagus,Female,2012,8,13.66656986,NHS Borders
S08000016,Oesophagus,Female,2013,14,23.90343014,NHS Borders
S08000016,Oesophagus,Female,2014,10,17.02968274,NHS Borders
S08000016,Oesophagus,Female,2015,7,11.91347414,NHS Borders
S08000016,Oesophagus,Female,2016,8,13.55610533,NHS Borders
S08000016,Oesophagus,Female,2017,6,10.12983066,NHS Borders
S08000016,Oesophagus,Female,2018,9,15.18193013,NHS Borders
S08000016,Oesophagus,Female,2019,4,6.735480829,NHS Borders
S08000016,Oesophagus,Female,2020,10,16.89531662,NHS Borders
S08000016,Pancreas,All,1996,17,16.05894578,NHS Borders
S08000016,Pancreas,All,1997,15,14.15628539,NHS Borders
S08000016,Pancreas,All,1998,11,10.37344398,NHS Borders
S08000016,Pancreas,All,1999,16,15.1214441,NHS Borders
S08000016,Pancreas,All,2000,19,17.88235294,NHS Borders
S08000016,Pancreas,All,2001,17,15.89527817,NHS Borders
S08000016,Pancreas,All,2002,13,12.0896494,NHS Borders
S08000016,Pancreas,All,2003,16,14.76150936,NHS Borders
S08000016,Pancreas,All,2004,13,11.87756967,NHS Borders
S08000016,Pancreas,All,2005,20,18.14058957,NHS Borders
S08000016,Pancreas,All,2006,12,10.82446329,NHS Borders
S08000016,Pancreas,All,2007,17,15.15151515,NHS Borders
S08000016,Pancreas,All,2008,21,18.52505293,NHS Borders
S08000016,Pancreas,All,2009,22,19.3679021,NHS Borders
S08000016,Pancreas,All,2010,15,13.19261214,NHS Borders
S08000016,Pancreas,All,2011,16,14.04987706,NHS Borders
S08000016,Pancreas,All,2012,26,22.8631727,NHS Borders
S08000016,Pancreas,All,2013,20,17.56234633,NHS Borders
S08000016,Pancreas,All,2014,25,21.92213259,NHS Borders
S08000016,Pancreas,All,2015,27,23.67797948,NHS Borders
S08000016,Pancreas,All,2016,24,20.95520824,NHS Borders
S08000016,Pancreas,All,2017,25,21.73535037,NHS Borders
S08000016,Pancreas,All,2018,25,21.68821029,NHS Borders
S08000016,Pancreas,All,2019,31,26.83750325,NHS Borders
S08000016,Pancreas,All,2020,27,23.4293648,NHS Borders
S08000016,Pancreas,Male,1996,6,11.80869907,NHS Borders
S08000016,Pancreas,Male,1997,7,13.75623944,NHS Borders
S08000016,Pancreas,Male,1998,5,9.814698492,NHS Borders
S08000016,Pancreas,Male,1999,9,17.67270157,NHS Borders
S08000016,Pancreas,Male,2000,7,13.69755792,NHS Borders
S08000016,Pancreas,Male,2001,13,25.25890376,NHS Borders
S08000016,Pancreas,Male,2002,7,13.49449617,NHS Borders
S08000016,Pancreas,Male,2003,4,7.649061078,NHS Borders
S08000016,Pancreas,Male,2004,6,11.34665935,NHS Borders
S08000016,Pancreas,Male,2005,11,20.63557573,NHS Borders
S08000016,Pancreas,Male,2006,8,14.90451793,NHS Borders
S08000016,Pancreas,Male,2007,7,12.87830006,NHS Borders
S08000016,Pancreas,Male,2008,11,20.05396339,NHS Borders
S08000016,Pancreas,Male,2009,13,23.67467356,NHS Borders
S08000016,Pancreas,Male,2010,5,9.10067163,NHS Borders
S08000016,Pancreas,Male,2011,10,18.11758311,NHS Borders
S08000016,Pancreas,Male,2012,10,18.12152293,NHS Borders
S08000016,Pancreas,Male,2013,12,21.69550361,NHS Borders
S08000016,Pancreas,Male,2014,8,14.4615774,NHS Borders
S08000016,Pancreas,Male,2015,12,21.71041919,NHS Borders
S08000016,Pancreas,Male,2016,14,25.21795518,NHS Borders
S08000016,Pancreas,Male,2017,16,28.67948879,NHS Borders
S08000016,Pancreas,Male,2018,11,19.64671632,NHS Borders
S08000016,Pancreas,Male,2019,20,35.63601376,NHS Borders
S08000016,Pancreas,Male,2020,12,21.40869193,NHS Borders
